"date","apparentTemperatureMax","sunsetTimeHour","weekday","season","cloudCover","humidity","visibility","month","energy_sum"
2012-04-25,13.89,"19","3","spring",0.56,0.77,12.5,"4",10.4972886333683
2013-04-15,16.55,"18","1","spring",0.4,0.7,12.52,"4",9.3196743918969
2012-04-16,13.77,"19","1","spring",0.42,0.71,12.55,"4",10.4448520683463
2013-04-30,16.32,"19","2","spring",0.26,0.62,12.7,"4",8.84434200802974
2012-04-20,12.45,"19","5","spring",0.35,0.73,12.76,"4",10.2849724452354
2012-04-15,10.94,"18","7","spring",0.37,0.59,12.78,"4",11.1263464632844
2013-04-20,14.12,"19","6","spring",0.28,0.64,12.79,"4",9.48570009257196
2013-04-17,14.11,"19","3","spring",0.35,0.64,12.81,"4",9.17927174876646
2012-04-26,14.84,"19","4","spring",0.49,0.77,12.92,"4",9.91272838890026
2013-04-14,15.43,"18","7","spring",0.42,0.72,12.96,"4",10.0442564420545
2013-04-01,3.74,"18","1","spring",0.2,0.57,13.02,"4",11.9824229419611
2013-04-05,8.53,"18","5","spring",0.23,0.63,13.02,"4",11.7314792668086
2012-04-05,12.28,"18","4","spring",0.35,0.65,13.05,"4",10.6452334067114
2013-04-04,3.68,"18","4","spring",0.63,0.61,13.08,"4",12.2019722473821
2013-04-02,-0.57,"18","2","spring",0.45,0.64,13.1,"4",11.2662517108933
2012-04-10,12.91,"18","2","spring",0.31,0.7,13.1,"4",9.91865182430657
2013-04-18,11.95,"19","4","spring",0.47,0.69,13.12,"4",9.25026850964928
2012-04-21,14.03,"19","6","spring",0.29,0.78,13.12,"4",10.2373611099773
2012-04-29,17.15,"19","7","spring",0.32,0.68,13.13,"4",11.5585434884521
2013-04-29,13.71,"19","1","spring",0.22,0.62,13.15,"4",9.06303884040141
2013-04-26,10.36,"19","5","spring",0.39,0.71,13.16,"4",8.77842514832838
2013-04-28,13.41,"19","7","spring",0.45,0.59,13.18,"4",10.0098241978257
2012-04-09,12.9,"18","1","spring",0.37,0.7,13.18,"4",10.6329381068606
2012-04-14,6.16,"18","6","spring",0.25,0.66,13.33,"4",10.2552783720294
2013-05-19,16.87,"19","7","spring",0.81,0.84,7.31,"5",9.23372603556509
2012-05-23,25.66,"19","3","spring",0.31,0.78,7.47,"5",8.03159892563414
2012-05-08,15.18,"19","2","spring",0.77,0.92,8.14,"5",9.21898375255889
2012-05-01,13.81,"19","2","spring",0.78,0.85,8.66,"5",9.20682369256198
2013-05-29,14.69,"20","3","spring",0.94,0.86,8.71,"5",9.11234303781262
2012-05-21,24.46,"19","1","spring",0.47,0.75,8.93,"5",8.81353391784933
2012-05-02,7.73,"19","3","spring",0.82,0.9,9.04,"5",9.28573214308036
2012-05-29,24.11,"20","2","spring",0.4,0.72,9.08,"5",8.00506552777933
2013-05-28,12.79,"20","2","spring",0.76,0.87,9.24,"5",8.9954750800448
2013-05-27,12.13,"20","1","spring",0.67,0.86,9.37,"5",8.55665845403136
2012-05-22,25.43,"19","2","spring",0.17,0.75,9.46,"5",8.22785083722983
2013-05-07,16.81,"19","2","spring",0.52,0.77,9.8,"5",8.30699609093616
2012-05-24,24.14,"20","4","spring",0.09,0.64,9.83,"5",7.96099559641809
2012-05-18,16.42,"19","5","spring",0.65,0.78,10.12,"5",8.92611295001623
2012-05-03,7.18,"19","4","spring",0.78,0.86,10.57,"5",10.0189359171752
2013-05-30,21.68,"20","4","spring",0.54,0.72,10.59,"5",9.05063902911298
2012-05-20,16.22,"19","7","spring",0.75,0.82,10.69,"5",9.7905447522859
2013-05-20,16.22,"19","1","spring",0.79,0.78,10.78,"5",9.01906286123858
2012-05-09,17.12,"19","3","spring",0.79,0.9,10.9,"5",9.48135499318542
2013-05-15,15.13,"19","3","spring",0.36,0.74,10.93,"5",9.25626653054572
2013-05-18,17.85,"19","6","spring",0.32,0.7,11.1,"5",9.15104978517621
2012-05-31,20.08,"20","4","spring",0.63,0.78,11.14,"5",8.06943102470011
2013-05-13,10.94,"19","1","spring",0.67,0.8,11.38,"5",8.81359064611515
2012-05-17,15.77,"19","4","spring",0.46,0.77,11.52,"5",8.81630717873122
2013-05-16,11.3,"19","4","spring",0.6,0.76,11.54,"5",8.83843895588071
2012-05-28,22.37,"20","1","spring",0.33,0.73,11.57,"5",8.10115292853894
2012-05-06,14.48,"19","7","spring",0.52,0.82,11.64,"5",10.6318134
2013-05-21,14.02,"19","2","spring",0.74,0.7,11.68,"5",8.76439910578143
2013-05-23,6.24,"19","4","spring",0.65,0.84,11.89,"5",8.90278416695295
2013-05-17,14.56,"19","5","spring",0.59,0.67,11.93,"5",9.22621335199552
2013-05-12,14.06,"19","7","spring",0.61,0.68,11.93,"5",9.80834829610728
2013-05-08,14.28,"19","3","spring",0.47,0.71,11.97,"5",8.50373096231614
2013-05-14,13.64,"19","2","spring",0.71,0.71,11.97,"5",9.29040938778171
2012-05-25,24.64,"20","5","spring",0,0.58,12.01,"5",7.96379895979203
2013-05-11,14.81,"19","6","spring",0.44,0.76,12.05,"5",9.27623966536313
2012-05-07,17.24,"19","1","spring",0.51,0.82,12.09,"5",10.5126464603646
2012-05-27,25.58,"20","7","spring",0.21,0.62,12.12,"5",8.43969314850317
2013-05-10,13.18,"19","5","spring",0.56,0.78,12.2,"5",8.60023035333333
2013-05-24,14.87,"20","5","spring",0.32,0.67,12.21,"5",9.55757398660198
2013-05-09,17.17,"19","4","spring",0.63,0.72,12.39,"5",8.7022052143203
2012-05-30,19.54,"20","3","spring",0.48,0.76,12.49,"5",7.96831507510373
2013-05-22,10.26,"19","3","spring",0.49,0.65,12.54,"5",8.82453115537314
2013-05-31,17.34,"20","5","spring",0.38,0.65,12.7,"5",8.43245865167071
2012-05-19,12.18,"19","6","spring",0.87,0.82,12.73,"5",9.00107697252818
2012-05-12,16.26,"19","6","spring",0.19,0.62,12.76,"5",9.15230502785847
2012-05-16,14.06,"19","3","spring",0.42,0.66,12.76,"5",8.09679030543142
2012-05-14,11.27,"19","1","spring",0.41,0.81,12.79,"5",9.18881962460318
2012-05-13,11.41,"19","7","spring",0.43,0.8,12.89,"5",9.49702122938547
2013-05-04,17.79,"19","6","spring",0.36,0.68,12.91,"5",8.86870556311186
2012-05-15,13.46,"19","2","spring",0.31,0.64,12.96,"5",9.45404663253857
2012-05-26,25.98,"20","6","spring",0.13,0.56,13.02,"5",8.12422372510798
2012-05-05,7.04,"19","6","spring",0.73,0.75,13.1,"5",10.2315460349173
2012-05-04,7.42,"19","5","spring",0.63,0.73,13.15,"5",9.99838708130881
2012-05-11,14.44,"19","5","spring",0.16,0.58,13.23,"5",8.72991557253283
2013-05-03,16.31,"19","5","spring",0.34,0.64,13.24,"5",8.3922208376186
2012-05-10,15.88,"19","4","spring",0.45,0.64,13.31,"5",9.19821925746326
2013-05-05,20.99,"19","7","spring",0.22,0.63,13.5,"5",8.80253695803389
2013-05-26,17.28,"20","7","spring",0.29,0.58,13.63,"5",8.58491657200448
2013-05-06,19.82,"19","1","spring",0.16,0.6,14.19,"5",8.64548966617017
2013-05-25,18.82,"20","6","spring",0.34,0.55,14.76,"5",8.91666168992349
2013-05-02,19.71,"19","4","spring",0.34,0.56,14.76,"5",8.55738646036824
2013-05-01,16.96,"19","3","spring",0.2,0.43,15.34,"5",8.79350297401487
2012-06-02,12.19,"20","6","spring",0.82,0.95,6.18,"6",8.44687436407378
2012-06-10,13.28,"20","7","spring",0.85,0.95,6.37,"6",9.117167904172
2013-06-19,20.2,"20","3","spring",0.47,0.81,6.71,"6",8.03208653348942
2012-06-01,17.54,"20","5","spring",0.71,0.81,9.29,"6",8.14602340616088
2013-06-18,25.56,"20","2","spring",0.31,0.76,9.82,"6",8.20618845934807
2012-06-20,19.08,"20","3","spring",0.59,0.84,9.83,"6",8.03548105199131
2013-06-20,20.38,"20","4","spring",0.55,0.81,10.03,"6",8.1996571750281
2013-06-27,20.25,"20","4","summer",0.93,0.87,10.35,"6",8.10337579638441
2013-06-10,16.96,"20","1","spring",0.61,0.83,10.46,"6",8.57619299859603
2013-06-17,20.37,"20","1","spring",0.4,0.78,10.81,"6",8.22452285453353
2012-06-03,13.89,"20","7","spring",0.56,0.79,10.86,"6",9.30320213946524
2013-06-11,17.01,"20","2","spring",0.93,0.86,10.86,"6",8.45881957720382
2012-06-06,17.29,"20","3","spring",0.6,0.86,11.15,"6",8.42571451266491
2012-06-04,15,"20","1","spring",0.51,0.82,11.3,"6",8.83711173493718
2013-06-21,17.54,"20","5","spring",0.67,0.81,11.33,"6",8.08216469876335
2012-06-09,17.22,"20","6","spring",0.4,0.78,11.46,"6",8.55402558917605
2012-06-11,12.87,"20","1","spring",0.8,0.83,11.81,"6",9.44455727455651
2012-06-05,18.13,"20","2","spring",0.52,0.82,11.86,"6",9.22631783055333
2013-06-12,17.59,"20","3","spring",0.78,0.75,11.94,"6",8.66690183529412
2012-06-07,15.17,"20","4","spring",0.68,0.78,12.05,"6",8.75159546561605
2012-06-23,19.88,"20","6","summer",0.54,0.77,12.12,"6",8.60954384238141
2013-06-26,19.23,"20","3","summer",0.54,0.69,12.13,"6",8.03627886081334
2013-06-14,16.27,"20","5","spring",0.42,0.74,12.18,"6",8.20428627614679
2012-06-14,17.59,"20","4","spring",0.47,0.78,12.31,"6",8.14549264410322
2012-06-19,21.16,"20","2","spring",0.32,0.64,12.33,"6",8.12038286493224
2013-06-08,14.17,"20","6","spring",0.89,0.72,12.38,"6",8.26964678339566
2013-06-22,16.51,"20","6","spring",0.7,0.76,12.38,"6",8.4132098159985
2013-06-07,17.06,"20","5","spring",0.36,0.69,12.44,"6",8.05955094284913
2012-06-26,22.78,"20","2","summer",0.57,0.82,12.44,"6",8.2293715651374
2012-06-17,18.87,"20","7","spring",0.43,0.73,12.49,"6",8.90575000117532
2013-06-09,14.56,"20","7","spring",0.95,0.68,12.55,"6",9.14705667833895
2012-06-12,17.51,"20","2","spring",0.32,0.67,12.6,"6",9.1583743100853
2012-06-13,18.08,"20","3","spring",0.35,0.71,12.6,"6",6.98976638256628
2013-06-15,17.34,"20","6","spring",0.42,0.71,12.62,"6",8.65216560547021
2013-06-29,25.17,"20","6","summer",0.32,0.67,12.7,"6",8.10806280560555
2013-06-30,19.78,"20","7","summer",0.44,0.63,12.73,"6",8.46244179996251
2012-06-27,28.64,"20","3","summer",0.31,0.75,12.79,"6",8.25614630069212
2012-06-25,22.92,"20","1","summer",0.56,0.69,12.83,"6",8.26851710176991
2012-06-18,20.35,"20","1","spring",0.31,0.68,12.84,"6",8.32665216317453
2013-06-23,16.1,"20","7","summer",0.52,0.66,12.89,"6",9.00841087190253
2012-06-29,20.13,"20","5","summer",0.48,0.71,12.92,"6",8.20298928261491
2012-06-21,17.53,"20","4","spring",0.54,0.78,12.92,"6",8.40507731252409
2012-06-28,20.96,"20","4","summer",0.44,0.75,13.04,"6",8.13416237460658
2013-06-13,18.81,"20","4","spring",0.45,0.69,13.05,"6",8.54384331740921
2012-06-08,17.92,"20","5","spring",0.38,0.61,13.12,"6",8.8071708318217
2012-06-15,17.47,"20","5","spring",0.57,0.72,13.13,"6",7.22760056202661
2012-06-24,21.15,"20","7","summer",0.36,0.7,13.18,"6",8.99321729674173
2012-06-30,17.88,"20","6","summer",0.31,0.7,13.2,"6",8.17816464775481
2013-06-28,21.19,"20","5","summer",0.35,0.61,13.23,"6",8.29101761577961
2012-06-22,18.12,"20","5","summer",0.33,0.71,13.23,"6",8.44999326816543
2013-06-02,18.66,"20","7","spring",0.26,0.66,13.28,"6",8.73745320429666
2013-06-04,19.64,"20","2","spring",0.56,0.71,13.31,"6",8.01897889462084
2012-06-16,19.44,"20","6","spring",0.48,0.67,13.33,"6",7.797470794808
2013-06-05,20.88,"20","3","spring",0.23,0.68,13.34,"6",8.0122647113768
2013-06-01,18.83,"20","6","spring",0.27,0.59,13.42,"6",8.47592064981329
2013-06-25,20.61,"20","2","summer",0.42,0.64,13.53,"6",8.02718950264292
2013-06-24,18.76,"20","1","summer",0.42,0.57,14.24,"6",8.41985955366585
2013-06-06,19.64,"20","4","spring",0.38,0.66,14.39,"6",7.96687892296338
2013-06-03,20.07,"20","1","spring",0.27,0.6,14.65,"6",8.11301942072829
2013-06-16,20.4,"20","7","spring",0.5,0.66,15.08,"6",8.82588218790036
2012-07-26,23.79,"19","4","summer",0.36,0.75,9.75,"7",7.91468598590095
2012-07-07,18.77,"20","6","summer",0.55,0.89,10.94,"7",8.4453850612709
2013-07-06,27.28,"20","6","summer",0.12,0.66,10.98,"7",7.99750949821328
2012-07-03,21.44,"20","2","summer",0.66,0.85,11.02,"7",8.32674159614846
2013-07-29,21.02,"19","1","summer",0.49,0.86,11.12,"7",7.9075539192068
2012-07-06,18.65,"20","5","summer",0.54,0.81,11.28,"7",8.19772680121622
2012-07-08,18,"20","7","summer",0.61,0.85,11.28,"7",9.07939085828317
2013-07-21,32.16,"20","7","summer",0.28,0.63,11.3,"7",8.19377346364493
2012-07-31,22.57,"19","2","summer",0.41,0.79,11.3,"7",8.20502271745898
2012-07-02,18.81,"20","1","summer",0.78,0.9,11.54,"7",8.57434107323481
2012-07-30,20.19,"19","1","summer",0.53,0.84,11.57,"7",8.08181234275484
2013-07-20,26.07,"20","6","summer",0.51,0.71,11.64,"7",8.01356375908834
2012-07-25,26.44,"19","3","summer",0.12,0.61,11.7,"7",7.99986409557522
2013-07-27,23.14,"19","6","summer",0.44,0.73,11.72,"7",8.07355880734378
2013-07-02,19.69,"20","2","summer",0.83,0.79,11.86,"7",8.24803391971514
2012-07-05,18.7,"20","4","summer",0.39,0.82,11.89,"7",8.08792295271389
2012-07-13,16.44,"20","5","summer",0.63,0.88,11.91,"7",8.22849077287381
2013-07-03,22.89,"20","3","summer",0.44,0.76,11.93,"7",8.19504650277517
2013-07-26,27.37,"19","5","summer",0.26,0.68,11.96,"7",7.79169643258448
2012-07-14,18.26,"20","6","summer",0.39,0.69,11.97,"7",8.59546066300359
2013-07-30,23.77,"19","2","summer",0.55,0.8,11.97,"7",7.99981715081224
2012-07-01,17.58,"20","7","summer",0.56,0.83,11.97,"7",8.68717965860266
2013-07-22,28,"20","1","summer",0.37,0.74,12.1,"7",8.17883886064832
2013-07-24,25.13,"20","3","summer",0.45,0.74,12.1,"7",7.87971320716981
2012-07-19,17.77,"20","4","summer",0.54,0.79,12.18,"7",8.12779020622626
2012-07-09,17.46,"20","1","summer",0.55,0.84,12.18,"7",8.49631924163364
2012-07-15,17.15,"20","7","summer",0.68,0.85,12.21,"7",8.63847563729171
2012-07-12,19.26,"20","4","summer",0.58,0.83,12.26,"7",8.24025363211538
2013-07-28,22.36,"19","7","summer",0.55,0.75,12.3,"7",8.19185876185801
2012-07-24,29.37,"20","2","summer",0.2,0.57,12.31,"7",7.91489272931507
2012-07-23,28.32,"20","1","summer",0.02,0.58,12.31,"7",7.99294122635349
2012-07-11,18.67,"20","3","summer",0.5,0.8,12.34,"7",8.21289626881605
2013-07-19,22.49,"20","5","summer",0.51,0.74,12.42,"7",7.8767767942362
2012-07-17,18.52,"20","2","summer",0.72,0.85,12.47,"7",8.14688248964135
2013-07-13,27.83,"20","6","summer",0.27,0.61,12.5,"7",7.9428796842026
2012-07-20,19.89,"20","5","summer",0.36,0.7,12.5,"7",8.23411085412013
2012-07-21,22.86,"20","6","summer",0.22,0.66,12.6,"7",8.1380082199157
2013-07-12,29.24,"20","5","summer",0.11,0.67,12.65,"7",7.81593541751083
2012-07-22,27.18,"20","7","summer",0.19,0.58,12.71,"7",8.24220885079031
2012-07-04,22.33,"20","3","summer",0.48,0.71,12.73,"7",8.22653003493522
2012-07-16,22.48,"20","1","summer",0.55,0.77,12.81,"7",8.57282552721519
2013-07-05,26.47,"20","5","summer",0.12,0.63,12.89,"7",7.97027959417512
2013-07-23,26.24,"20","2","summer",0.34,0.67,12.89,"7",8.22195739049774
2012-07-29,19.69,"19","7","summer",0.31,0.65,12.92,"7",8.56678601442713
2012-07-18,20.18,"20","3","summer",0.48,0.73,12.96,"7",8.26354165777262
2012-07-28,17.92,"19","6","summer",0.3,0.75,12.97,"7",8.0945854212766
2012-07-10,18.75,"20","2","summer",0.48,0.79,13,"7",8.3346625269281
2013-07-01,17.5,"20","1","summer",0.6,0.72,13.13,"7",8.11550984061856
2013-07-04,24.62,"20","4","summer",0.29,0.65,13.18,"7",8.01432251371482
2013-07-25,26.19,"19","4","summer",0.37,0.62,13.2,"7",7.9739420857574
2012-07-27,21.09,"19","5","summer",0.44,0.55,13.26,"7",8.22438289806234
2013-07-09,23.19,"20","2","summer",0.22,0.64,13.39,"7",7.8650527002635
2013-07-07,25.18,"20","7","summer",0.14,0.65,13.5,"7",8.33993133843115
2013-07-11,23.92,"20","4","summer",0.39,0.7,13.73,"7",7.77092362678706
2013-07-10,21.69,"20","3","summer",0.37,0.64,13.94,"7",7.84724430656879
2013-07-17,27.56,"20","3","summer",0.18,0.6,14.02,"7",8.07288736129215
2013-07-31,32.42,"19","3","summer",0.2,0.65,14.08,"7",7.95977635117114
2013-07-16,30.28,"20","2","summer",0.23,0.54,14.52,"7",8.02342824879473
2013-07-14,29.3,"20","7","summer",0.4,0.45,14.66,"7",8.32997890363534
2013-07-08,25.61,"20","1","summer",0.13,0.57,14.68,"7",7.96851749430023
2013-07-15,29.2,"20","1","summer",0.46,0.56,14.87,"7",8.0665576486624
2013-07-18,27.27,"20","4","summer",0.18,0.57,15.16,"7",8.00012283381688
2013-08-23,19.59,"19","5","summer",0.56,0.9,5.58,"8",7.82022996293547
2013-08-22,26.03,"19","4","summer",0.11,0.75,9.96,"8",8.04384343562607
2013-08-24,22.74,"19","6","summer",0.5,0.83,10.07,"8",8.26301637672824
2013-08-14,23.46,"19","3","summer",0.55,0.79,10.88,"8",7.71056052237166
2013-08-16,20.22,"19","5","summer",0.57,0.82,11.1,"8",7.85564854084881
2012-08-11,25.13,"19","6","summer",0.24,0.7,11.18,"8",8.02954915983193
2013-08-25,24.32,"19","7","summer",0.38,0.69,11.27,"8",8.11769853416492
2013-08-26,22.78,"19","1","summer",0.23,0.69,11.3,"8",8.0020666664
2013-08-21,21.34,"19","3","summer",0.36,0.9,11.3,"8",7.68057386971136
2012-08-07,22.8,"19","2","summer",0.54,0.77,11.43,"8",8.21325960980886
2012-08-08,25.92,"19","3","summer",0.27,0.69,11.47,"8",8.00354526408318
2013-08-27,23.38,"18","2","summer",0.37,0.69,11.52,"8",7.8898722145877
2013-08-28,23.19,"18","3","summer",0.31,0.56,11.65,"8",7.81040460799695
2012-08-09,24.99,"19","4","summer",0.23,0.7,11.7,"8",7.97107120375971
2012-08-13,23.97,"19","1","summer",0.44,0.75,11.8,"8",8.08390716229784
2013-08-15,21.73,"19","4","summer",0.51,0.84,11.81,"8",7.80067436961546
2012-08-28,19.69,"18","2","summer",0.36,0.85,11.84,"8",8.04810268763125
2012-08-14,22.79,"19","2","summer",0.26,0.77,11.96,"8",7.88800042108801
2012-08-10,22.91,"19","5","summer",0.24,0.67,11.97,"8",7.96711176451681
2012-08-04,20.69,"19","6","summer",0.34,0.79,11.99,"8",8.15483637878597
2012-08-12,22.68,"19","7","summer",0.42,0.79,12.04,"8",8.40144180659664
2013-08-13,22.04,"19","2","summer",0.39,0.78,12.23,"8",7.73623005559977
2012-08-18,29.5,"19","6","summer",0.21,0.72,12.28,"8",8.01485017856693
2012-08-24,20.93,"19","5","summer",0.52,0.88,12.3,"8",7.89937266407726
2012-08-29,16.92,"18","3","summer",0.4,0.8,12.33,"8",8.29493091182276
2012-08-23,20.27,"19","4","summer",0.44,0.76,12.34,"8",7.82350346340542
2013-08-08,23.85,"19","4","summer",0.48,0.67,12.42,"8",7.66710662914773
2012-08-26,20.99,"18","7","summer",0.32,0.75,12.46,"8",8.10064944440244
2012-08-19,24.54,"19","7","summer",0.34,0.75,12.5,"8",8.41062870281572
2012-08-20,22.09,"19","1","summer",0.34,0.75,12.52,"8",8.14300483455233
2013-08-04,22.72,"19","7","summer",0.54,0.76,12.59,"8",8.07318350382142
2012-08-02,21.77,"19","4","summer",0.33,0.73,12.63,"8",7.96554281449611
2012-08-01,21.29,"19","3","summer",0.45,0.74,12.63,"8",8.06490363972228
2012-08-27,22.5,"18","1","summer",0.39,0.75,12.63,"8",8.3152787226423
2013-08-03,22.98,"19","6","summer",0.43,0.7,12.67,"8",7.74115223093797
2013-08-01,24.68,"19","4","summer",0.42,0.71,12.67,"8",7.91322415390285
2013-08-02,23.17,"19","5","summer",0.34,0.71,12.71,"8",7.98315031223294
2013-08-17,22.42,"19","6","summer",0.57,0.73,12.76,"8",8.00789620481974
2013-08-29,24.03,"18","4","summer",0.31,0.64,12.78,"8",7.747788270754
2012-08-05,20.95,"19","7","summer",0.41,0.77,12.78,"8",8.66672773168067
2012-08-22,22.04,"19","3","summer",0.37,0.7,12.83,"8",7.8457140456435
2012-08-15,21.67,"19","3","summer",0.42,0.71,12.84,"8",8.09452720029406
2012-08-17,30.6,"19","5","summer",0.23,0.59,12.87,"8",7.77314537844538
2012-08-21,21.48,"19","2","summer",0.34,0.72,12.87,"8",7.94275446311699
2012-08-03,21.04,"19","5","summer",0.41,0.77,12.89,"8",7.99590422186515
2012-08-06,19.32,"19","1","summer",0.46,0.78,12.89,"8",8.26740390537702
2012-08-30,17.72,"18","4","summer",0.33,0.6,13.02,"8",8.33731253847931
2012-08-16,27.23,"19","4","summer",0.45,0.63,13.08,"8",7.9581808817437
2012-08-31,20.53,"18","5","summer",0.55,0.72,13.15,"8",8.09845590134397
2012-08-25,21.01,"19","6","summer",0.51,0.69,13.2,"8",8.12416799636707
2013-08-06,21.49,"19","2","summer",0.37,0.64,13.49,"8",7.71401116355724
2013-08-12,19.8,"19","1","summer",0.43,0.69,13.5,"8",7.78243539261084
2013-08-07,23.81,"19","3","summer",0.3,0.63,13.52,"8",7.63305358805151
2013-08-05,22.11,"19","1","summer",0.41,0.68,13.53,"8",8.00088371985252
2013-08-30,19.87,"18","5","summer",0.12,0.6,13.86,"8",7.85504988570069
2013-08-10,22.76,"19","6","summer",0.45,0.62,13.97,"8",7.7033080859307
2013-08-11,20.39,"19","7","summer",0.41,0.61,14.11,"8",8.01772023505584
2013-08-18,22.02,"19","7","summer",0.27,0.59,14.13,"8",8.20290707031547
2013-08-09,21.73,"19","5","summer",0.49,0.57,14.42,"8",7.69374488659091
2013-08-31,21.07,"18","6","summer",0.33,0.63,14.79,"8",7.9242992379619
2013-08-20,25.57,"19","2","summer",0.38,0.64,14.9,"8",7.66068129101614
2013-08-19,23.53,"19","1","summer",0.37,0.6,15.13,"8",7.80935943712222
2013-09-24,20.87,"17","2","autumn",0.36,0.86,3.75,"9",8.51779425342912
2013-09-23,21.47,"17","1","summer",0.17,0.89,4.39,"9",8.81850565127419
2013-09-12,18.3,"18","4","summer",1,0.95,5.91,"9",8.56575233891541
2012-09-23,15.2,"17","7","autumn",0.66,0.88,8.1,"9",10.48501289071
2013-09-04,28.59,"18","3","summer",0.12,0.71,9.08,"9",8.0301706984759
2013-09-30,17.28,"17","1","autumn",0.54,0.82,9.11,"9",8.84567420331545
2013-09-11,18.02,"18","3","summer",0.72,0.87,9.24,"9",8.83915397771418
