"date","apparentTemperatureMax","apparentTemperatureMin","sunsetTimeHour","weekday","season","cloudCover","humidity","visibility","month","dewPoint","pressure","energy_sum"
2013-08-12,19.8,11.46,"19","1","summer",0.43,0.69,13.5,"8",9.51,1021.59,7.78243539261084
2013-06-29,25.17,14.92,"20","6","summer",0.32,0.67,12.7,"6",13.17,1021.6,8.10806280560555
2012-01-07,10.34,4.72,"16","6","winter",0.6,0.72,13.45,"1",4.47,1021.72,12.7654599122642
2013-02-17,7.33,0.27,"17","7","winter",0.33,0.84,7.26,"2",1.91,1021.74,12.0296353172754
2013-05-04,17.79,5.5,"19","6","spring",0.36,0.68,12.91,"5",7.17,1021.76,8.86870556311186
2013-06-23,16.1,10.62,"20","7","summer",0.52,0.66,12.89,"6",7.04,1021.79,9.00841087190253
2013-08-28,23.19,14.16,"18","3","summer",0.31,0.56,11.65,"8",9.62,1021.8,7.81040460799695
2012-09-18,16.3,5.17,"18","2","summer",0.27,0.63,12.99,"9",4.66,1021.81,8.48585667139616
2013-04-20,14.12,1.46,"19","6","spring",0.28,0.64,12.79,"4",0.96,1021.92,9.48570009257196
2013-08-09,21.73,14.1,"19","5","summer",0.49,0.57,14.42,"8",8.98,1021.99,7.69374488659091
2012-07-16,22.48,13.92,"20","1","summer",0.55,0.77,12.81,"7",14.26,1022.06,8.57282552721519
2012-12-10,2.23,-1.04,"15","1","autumn",0.27,0.79,13.18,"12",0.61,1022.18,12.5283363466257
2013-08-27,23.38,12.45,"18","2","summer",0.37,0.69,11.52,"8",11.23,1022.24,7.8898722145877
2012-05-22,25.43,13.47,"19","2","spring",0.17,0.75,9.46,"5",14.32,1022.31,8.22785083722983
2013-06-28,21.19,13.42,"20","5","summer",0.35,0.61,13.23,"6",9.2,1022.39,8.29101761577961
2013-12-14,11.33,1.16,"15","6","autumn",0.35,0.81,12.73,"12",5.16,1022.45,11.7366547327856
2013-11-11,12.63,1.21,"16","1","autumn",0.65,0.91,7.81,"11",7.8,1022.52,11.0079090206631
2012-08-07,22.8,15.03,"19","2","summer",0.54,0.77,11.43,"8",14.56,1022.61,8.21325960980886
2012-11-15,9.07,5.43,"16","4","autumn",0.71,0.92,4.06,"11",5.96,1022.69,10.9394820950814
2013-05-01,16.96,3.39,"19","3","spring",0.2,0.43,15.34,"5",-1.68,1022.7,8.79350297401487
2011-11-28,12.58,1.31,"15","1","autumn",0.56,0.86,11.84,"11",4.39,1022.8,9.10338181454545
2013-08-13,22.04,11.04,"19","2","summer",0.39,0.78,12.23,"8",12.3,1022.81,7.73623005559977
2013-05-31,17.34,10.77,"20","5","spring",0.38,0.65,12.7,"5",7.56,1022.85,8.43245865167071
2013-07-15,29.2,17.03,"20","1","summer",0.46,0.56,14.87,"7",13.56,1022.88,8.0665576486624
2012-02-23,16.98,10.34,"17","4","winter",0.5,0.84,12.38,"2",10.29,1022.96,11.6221289532238
2013-06-06,19.64,10.02,"20","4","spring",0.38,0.66,14.39,"6",8.24,1023,7.96687892296338
2012-07-22,27.18,12.47,"20","7","summer",0.19,0.58,12.71,"7",10.92,1023.04,8.24220885079031
2013-02-20,3.78,-3.42,"17","3","winter",0.68,0.78,8.93,"2",-0.48,1023.08,11.7278959034211
2013-01-02,10.82,0.23,"16","3","winter",0.61,0.91,11.35,"1",5.41,1023.12,12.0166554789006
2013-07-14,29.3,17.96,"20","7","summer",0.4,0.45,14.66,"7",9.74,1023.14,8.32997890363534
2012-02-17,11.83,4.96,"17","5","winter",0.59,0.84,12.1,"2",6.82,1023.17,12.4417173919837
2012-12-08,4.69,0.01,"15","6","autumn",0.52,0.83,12.39,"12",1.79,1023.19,12.7869867960572
2013-04-05,8.53,-2.67,"18","5","spring",0.23,0.63,13.02,"4",-2.24,1023.34,11.7314792668086
2012-05-24,24.14,15.81,"20","4","spring",0.09,0.64,9.83,"5",12.14,1023.35,7.96099559641809
2013-07-19,22.49,16.34,"20","5","summer",0.51,0.74,12.42,"7",14.4,1023.47,7.8767767942362
2013-03-03,5.04,-1.14,"17","7","winter",0.58,0.8,10.12,"3",0.26,1023.52,12.7359069840441
2013-02-16,10.13,3.7,"17","6","winter",0.48,0.7,12.97,"2",1.36,1023.52,11.5626674574922
2012-09-03,24.79,13.71,"18","1","summer",0.42,0.77,11.41,"9",14.14,1023.55,8.36425897855493
2012-07-20,19.89,11.83,"20","5","summer",0.36,0.7,12.5,"7",9.86,1023.63,8.23411085412013
2012-01-06,6.13,1.64,"16","5","winter",0.45,0.78,12.96,"1",3.39,1023.65,12.7196217522459
2012-10-22,14.05,12.46,"16","1","autumn",0.88,0.96,1.82,"10",12.61,1023.66,10.2236387820314
2013-07-13,27.83,17.28,"20","6","summer",0.27,0.61,12.5,"7",14.39,1023.66,7.9428796842026
2013-04-23,19.35,8.49,"19","2","spring",0.33,0.74,11.96,"4",9.87,1023.67,8.66526337323551
2013-12-05,10.29,-2.54,"15","4","autumn",0.44,0.73,13.37,"12",0.94,1023.72,11.8151815876146
2013-11-14,6.61,2.32,"16","4","autumn",0.32,0.74,13.18,"11",3.61,1023.75,10.6443382847445
2013-07-16,30.28,17.14,"20","2","summer",0.23,0.54,14.52,"7",13.46,1023.84,8.02342824879473
2013-08-20,25.57,12.72,"19","2","summer",0.38,0.64,14.9,"8",11.59,1023.87,7.66068129101614
2013-02-24,-2.08,-3.26,"17","7","winter",0.86,0.71,13,"2",-3.17,1023.88,14.0142816025467
2012-01-18,11.92,2.05,"16","3","winter",0.76,0.93,6.28,"1",8.14,1023.93,12.7892092528634
2013-02-21,-2.51,-3.9,"17","4","winter",0.8,0.59,13.24,"2",-5.51,1023.97,12.5534853697696
2012-02-28,13.86,8.12,"17","2","winter",0.66,0.86,8.71,"2",8.89,1023.97,11.5684468601449
2013-07-12,29.24,15.01,"20","5","summer",0.11,0.67,12.65,"7",15.26,1023.97,7.81593541751083
2012-02-22,10.47,3.94,"17","3","winter",0.78,0.84,12.07,"2",6.12,1024.07,12.8836076937179
2012-02-19,3.63,-1.92,"17","7","winter",0.17,0.64,13.1,"2",-2.96,1024.14,13.7550365852304
2013-01-08,11.23,6.9,"16","2","winter",0.76,0.87,11.73,"1",7.77,1024.17,11.239405150671
2012-03-29,17.12,6.71,"18","4","spring",0.16,0.71,7.5,"3",6.67,1024.2,9.34187804902439
2013-11-23,4.72,0.61,"16","6","autumn",0.46,0.82,11.2,"11",2.72,1024.21,11.7709559905196
2013-11-17,9.57,7.78,"16","7","autumn",1,0.87,6.41,"11",6.73,1024.24,11.8816185322394
2013-04-30,16.32,2.32,"19","2","spring",0.26,0.62,12.7,"4",1.83,1024.26,8.84434200802974
2013-09-20,18.24,10.33,"18","5","summer",0.56,0.87,10.83,"9",12.37,1024.26,8.80031623223583
2012-11-07,7.64,2.35,"16","3","autumn",0.47,0.86,12.67,"11",5.79,1024.32,11.2462700933201
2011-11-25,13.03,4.84,"16","5","autumn",0.48,0.79,12.38,"11",7.24,1024.47,9.499781246875
2012-09-06,25.76,11.46,"18","4","summer",0.18,0.63,11.75,"9",9.58,1024.47,8.07335405306594
2013-04-29,13.71,4.3,"19","1","spring",0.22,0.62,13.15,"4",2.28,1024.5,9.06303884040141
2012-03-15,16.79,1.59,"18","4","winter",0.32,0.82,3.2,"3",5.72,1024.51,10.9699323366169
2012-02-14,5.84,1.06,"17","2","winter",0.57,0.76,12.73,"2",2.39,1024.57,13.6531570791024
2012-09-01,18.37,12.57,"18","6","summer",0.56,0.87,12.07,"9",13.66,1024.58,8.3001495484142
2012-02-29,12.74,8.36,"17","3","winter",0.54,0.85,7.77,"2",8.31,1024.65,11.5166678478055
2011-12-22,12.14,5.37,"15","4","winter",0.38,0.87,12.99,"12",8.07,1024.71,11.8394032659401
2013-10-07,19.62,13.36,"17","1","autumn",0.55,0.85,10.3,"10",13.79,1024.75,8.94882155080676
2012-04-15,10.94,-0.22,"18","7","spring",0.37,0.59,12.78,"4",-1.87,1024.8,11.1263464632844
2012-01-15,2.97,-1.38,"16","7","winter",0.32,0.78,12.33,"1",-0.41,1024.8,14.0372163947608
2013-12-12,7.28,-0.88,"15","4","autumn",0.16,0.94,3.14,"12",4.39,1024.86,11.641280485046
2012-02-27,11.15,3.69,"17","1","winter",0.67,0.85,11.09,"2",6.44,1024.91,12.196422460928
2013-09-22,19.64,13.03,"17","7","summer",0.52,0.89,9.43,"9",13.87,1024.98,9.5127087561027
2013-08-30,19.87,14.22,"18","5","summer",0.12,0.6,13.86,"8",8.51,1025.01,7.85504988570069
2013-07-11,23.92,12.01,"20","4","summer",0.39,0.7,13.73,"7",11.49,1025.08,7.77092362678706
2012-05-15,13.46,1.41,"19","2","spring",0.31,0.64,12.96,"5",2.52,1025.11,9.45404663253857
2012-03-06,7.22,-0.25,"17","2","winter",0.55,0.78,12.55,"3",1.63,1025.17,13.0291936920045
2013-07-18,27.27,15.62,"20","4","summer",0.18,0.57,15.16,"7",12.44,1025.17,8.00012283381688
2012-02-15,10.61,3.46,"17","3","winter",0.59,0.73,13.13,"2",4.01,1025.18,13.0541475835862
2013-12-08,11.24,2.53,"15","7","autumn",0.35,0.83,12.87,"12",5.36,1025.35,12.0805413023823
2013-07-10,21.69,11.99,"20","3","summer",0.37,0.64,13.94,"7",8.64,1025.45,7.84724430656879
2012-01-16,4.18,-1.97,"16","1","winter",0.23,0.74,10.98,"1",-1.64,1025.48,13.0478076073826
2013-07-09,23.19,13.36,"20","2","summer",0.22,0.64,13.39,"7",11.16,1025.5,7.8650527002635
2013-10-06,18.57,10.37,"17","7","autumn",0.47,0.87,8.71,"10",12.14,1025.51,9.37681194638878
2013-04-18,11.95,3.88,"19","4","spring",0.47,0.69,13.12,"4",3.68,1025.56,9.25026850964928
2012-03-02,8.23,4.77,"17","5","winter",0.66,0.91,2.9,"3",5.9,1025.57,11.8473117035921
2013-10-05,19.19,8.76,"17","6","autumn",0.41,0.82,11.14,"10",10.39,1025.61,9.15231432281106
2012-08-08,25.92,13.33,"19","3","summer",0.27,0.69,11.47,"8",13.31,1025.62,8.00354526408318
2012-09-02,24.34,15.69,"18","7","summer",0.5,0.72,10.48,"9",13.16,1025.68,9.00151469930701
2012-05-23,25.66,15.36,"19","3","spring",0.31,0.78,7.47,"5",15.89,1025.75,8.03159892563414
2011-11-26,12.96,4.69,"16","6","autumn",0.44,0.81,13.07,"11",6.96,1025.8,10.2677073097561
2012-01-30,2.42,0.03,"16","1","winter",0.55,0.79,9.29,"1",-0.85,1026.05,13.4519788343915
2012-08-09,24.99,14.5,"19","4","summer",0.23,0.7,11.7,"8",13.77,1026.05,7.97107120375971
2012-01-31,1.13,-2.95,"16","2","winter",0.55,0.84,5.62,"1",-1.22,1026.13,13.8905180736661
2013-11-12,13.11,4.61,"16","2","autumn",0.56,0.85,9.91,"11",8.19,1026.13,10.4047125775656
2012-08-31,20.53,13.11,"18","5","summer",0.55,0.72,13.15,"8",11.33,1026.14,8.09845590134397
2012-03-01,15.11,6.16,"17","4","winter",0.11,0.8,6.08,"3",6.67,1026.15,11.2190129100939
2013-07-17,27.56,17.5,"20","3","summer",0.18,0.6,14.02,"7",13.54,1026.15,8.07288736129215
2012-11-13,14.66,10.06,"16","2","autumn",0.54,0.88,11.49,"11",10.34,1026.29,10.704661240586
2012-11-14,12.62,7.08,"16","3","autumn",0.55,0.86,9.21,"11",8.13,1026.48,10.6868372477758
2013-06-26,19.23,12.2,"20","3","summer",0.54,0.69,12.13,"6",9.39,1026.49,8.03627886081334
2012-01-08,8.09,5.52,"16","7","winter",0.73,0.75,13.13,"1",4.46,1026.57,13.3955697359338
2013-12-07,6.32,4.02,"15","6","autumn",0.47,0.85,11.78,"12",5.06,1026.6,11.9242619130859
2012-03-23,19.48,6.74,"18","5","spring",0.07,0.74,5.05,"3",7.29,1026.63,10.1237569813717
2013-11-29,10.18,2.99,"15","5","autumn",0.62,0.77,11.02,"11",4.59,1026.65,10.9968387901754
2012-07-21,22.86,12.24,"20","6","summer",0.22,0.66,12.6,"7",10.53,1026.73,8.1380082199157
2012-09-04,19.97,12.07,"18","2","summer",0.27,0.6,12.5,"9",7.83,1026.74,8.33847197134159
2013-01-07,7.31,5.24,"16","1","winter",0.84,0.92,9.7,"1",6.78,1026.88,11.6575829856884
2013-02-25,0.59,-2.46,"17","1","winter",0.84,0.83,9.78,"2",0.51,1026.97,13.0590554935714
2013-06-03,20.07,6.1,"20","1","spring",0.27,0.6,14.65,"6",6.01,1027,8.11301942072829
2013-09-01,24.94,11.88,"18","7","summer",0.33,0.7,14.03,"9",12.37,1027,8.41948351945132
2013-09-02,23.92,14.04,"18","1","summer",0.33,0.76,12.67,"9",14.63,1027.04,8.02530032348124
2011-11-23,10.36,2.18,"16","3","autumn",0.36,0.93,8.06,"11",6.29,1027.12,6.95269231538462
2011-11-24,12.93,7.01,"16","4","autumn",0.41,0.89,10.64,"11",8.56,1027.22,8.536479996
2012-02-24,14.43,7.01,"17","5","winter",0.6,0.83,12.21,"2",8.44,1027.25,11.5331957622195
2013-11-30,6.01,2.19,"15","6","autumn",0.5,0.73,12.46,"11",2.1,1027.3,11.530147006668
2012-02-13,3.42,-1.33,"17","1","winter",0.65,0.9,7.79,"2",2.69,1027.34,14.3054505665254
2013-08-19,23.53,12.16,"19","1","summer",0.37,0.6,15.13,"8",9.7,1027.38,7.80935943712222
2012-02-16,10.61,3.44,"17","4","winter",0.51,0.74,13.26,"2",3.44,1027.4,12.5933233270123
2012-02-05,1.81,-4.68,"16","7","winter",0.85,0.96,4.18,"2",0.28,1027.42,15.9402381719243
2012-02-25,12.11,5.93,"17","6","winter",0.51,0.67,12.83,"2",3.28,1027.58,11.8060770159006
2013-12-06,5.72,-1.27,"15","5","autumn",0.38,0.7,12.67,"12",0.71,1027.65,11.6051751948828
2013-03-02,3.13,-0.01,"17","6","winter",0.66,0.72,13.05,"3",-1.48,1027.67,12.3088508924986
2012-01-17,5.21,-3.24,"16","2","winter",0.34,0.83,10.61,"1",-0.09,1027.71,13.2670712688196
2013-09-21,18.89,14.25,"18","6","summer",0.69,0.9,10.57,"9",15.16,1027.75,9.04583946362069
2012-01-12,12.4,2.86,"16","4","winter",0.46,0.81,13.12,"1",5.51,1027.85,12.0568248843318
2012-03-28,19.16,5.82,"18","3","spring",0.19,0.61,10.85,"3",5.11,1027.92,9.53081514918567
2012-01-28,4.04,1.08,"16","6","winter",0.57,0.86,11.51,"1",2.25,1027.99,13.3679566806859
2011-12-24,5.32,-0.51,"15","6","winter",0.37,0.8,13.16,"12",2.79,1028.17,13.0653174589947
2012-02-26,12.67,1.82,"17","7","winter",0.28,0.74,12.36,"2",3.37,1028.24,12.4442211160248
2012-09-05,20.76,8.67,"18","3","summer",0.46,0.67,12.41,"9",8.34,1028.3,8.15701951741868
2013-07-08,25.61,12.01,"20","1","summer",0.13,0.57,14.68,"7",8.84,1028.39,7.96851749430023
2013-07-04,24.62,12.63,"20","4","summer",0.29,0.65,13.18,"7",11.66,1028.43,8.01432251371482
2011-12-25,11.98,5.93,"15","7","winter",0.88,0.83,13.99,"12",7.9,1028.45,12.9494285674603
2013-06-01,18.83,8.97,"20","6","spring",0.27,0.59,13.42,"6",5.82,1028.53,8.47592064981329
2012-03-24,18.83,6.42,"18","6","spring",0.08,0.74,6.12,"3",6.81,1028.59,10.2277729189235
2013-06-24,18.76,11.26,"20","1","summer",0.42,0.57,14.24,"6",6.54,1028.61,8.41985955366585
2012-08-30,17.72,5.92,"18","4","summer",0.33,0.6,13.02,"8",5.08,1028.62,8.33731253847931
2013-12-09,11.01,3.17,"15","1","autumn",0.32,0.89,10.73,"12",5.74,1028.84,11.2236781246094
2012-02-21,11.65,2.74,"17","2","winter",0.66,0.76,13.37,"2",4.36,1028.85,12.6396915062745
2013-03-01,3.28,-1.08,"17","5","winter",0.83,0.78,10.27,"3",0.98,1029.18,12.0484988962316
2013-12-04,6.66,-0.58,"15","3","autumn",0.56,0.77,12.25,"12",2.22,1029.19,11.3561043892683
2012-03-22,15.81,3.51,"18","4","spring",0.1,0.72,6.63,"3",5.28,1029.23,10.2048129331294
2012-12-11,1.26,-2.49,"15","2","autumn",0.29,0.89,6.18,"12",-1.19,1029.42,11.7740591522612
2013-12-11,6.34,0.46,"15","3","autumn",0.03,0.93,3.48,"12",2.51,1029.46,11.7077109589628
2013-08-31,21.07,10.17,"18","6","summer",0.33,0.63,14.79,"8",8.36,1029.46,7.9242992379619
2013-12-03,7.22,1.58,"15","2","autumn",0.97,0.72,11.99,"12",1.56,1029.5,11.4140062422829
2013-07-05,26.47,13.48,"20","5","summer",0.12,0.63,12.89,"7",12.57,1029.5,7.97027959417512
2012-01-09,12.33,5.51,"16","1","winter",0.68,0.84,12.47,"1",7.61,1029.61,12.4490494101176
2013-02-28,4.09,-1.18,"17","4","winter",0.64,0.8,12.67,"2",0.96,1029.69,11.9905610054208
2013-06-25,20.61,10.14,"20","2","summer",0.42,0.64,13.53,"6",8.75,1029.89,8.02718950264292
2012-01-14,5.77,-1.79,"16","6","winter",0.14,0.86,10.54,"1",-0.3,1030.1,13.4962984068337
2013-11-24,5.55,2.69,"16","7","autumn",0.77,0.78,11.78,"11",3.17,1030.42,12.4271839249708
2012-03-08,12.03,-0.33,"17","4","winter",0.29,0.68,12.96,"3",1.64,1030.58,12.0449306114537
2012-01-29,2.68,-0.24,"16","7","winter",0.77,0.89,6.73,"1",1.43,1030.78,14.1275866371841
2012-05-12,16.26,4.6,"19","6","spring",0.19,0.62,12.76,"5",3.74,1030.8,9.15230502785847
2012-03-14,12.41,3.37,"18","3","winter",0.54,0.8,6.61,"3",4.08,1031.31,10.9925132638776
2013-12-10,7.65,2.06,"15","2","autumn",0.23,0.91,4.49,"12",3.99,1031.32,11.3784299968518
2013-06-02,18.66,7.24,"20","7","spring",0.26,0.66,13.28,"6",6.34,1031.47,8.73745320429666
2013-07-06,27.28,14.99,"20","6","summer",0.12,0.66,10.98,"7",13.97,1031.56,7.99750949821328
2013-11-16,8.36,-0.1,"16","6","autumn",0.35,0.87,9.66,"11",3.66,1031.84,11.2957998828638
2013-11-13,9.09,0.39,"16","3","autumn",0.45,0.82,12.99,"11",3.22,1032,10.669635555592
2012-03-19,13.27,-0.32,"18","1","winter",0.17,0.68,11.46,"3",1.41,1032.01,11.0559449086835
2012-02-20,5.37,-4.67,"17","1","winter",0.33,0.7,12.92,"2",-1.73,1032.06,13.3062665818302
2013-02-26,1.8,-1.18,"17","2","winter",0.86,0.91,3.48,"2",2.55,1032.15,12.573332295915
2013-01-06,6.98,5.08,"16","7","winter",0.67,0.96,5.5,"1",7,1032.19,12.4222632910543
2012-02-01,-1.86,-5.98,"16","3","winter",0.36,0.67,11.41,"2",-4.69,1032.32,13.8149644032203
2013-01-03,11.41,7.07,"16","4","winter",0.66,0.91,11.89,"1",9.12,1032.61,11.3992211533019
2013-04-19,13.14,2.88,"19","5","spring",0.16,0.66,12.07,"4",1.01,1032.63,9.44901226100687
2013-07-07,25.18,14.99,"20","7","summer",0.14,0.65,13.5,"7",12.9,1032.66,8.33993133843115
2012-03-27,21.14,4.88,"18","2","spring",0.1,0.49,12.62,"3",1.45,1032.69,9.56769350731306
2013-11-15,7.41,1.74,"16","5","autumn",0.27,0.72,13.12,"11",1.52,1032.71,10.7880055918804
2011-12-27,10.33,5.59,"15","2","winter",0.85,0.74,13.39,"12",5.47,1032.76,11.4949444444444
2012-01-13,4.61,0.08,"16","5","winter",0.16,0.83,11.83,"1",1.34,1032.84,12.5227568759174
2013-12-01,8.59,0.21,"15","7","autumn",0.55,0.83,11.59,"12",3.48,1032.9,12.2626361152886
2012-01-11,11.19,4.79,"16","3","winter",0.53,0.84,13.05,"1",6.53,1032.94,11.9812074606061
2012-02-06,4.08,0.15,"16","1","winter",0.79,0.92,3.28,"2",1.11,1033.06,14.0466916030534
2011-12-26,12.91,6.91,"15","1","winter",0.81,0.84,13.23,"12",8.88,1033.14,11.0655767219577
2012-01-10,11.29,7.25,"16","2","winter",0.72,0.87,12.42,"1",7.92,1033.21,11.9761538386946
2012-03-25,13.79,2.47,"18","7","spring",0.39,0.78,9,"3",4.69,1033.5,10.6978578656854
2013-12-02,8.79,6.24,"15","1","autumn",0.86,0.79,10.7,"12",4.41,1033.95,11.2390421288473
2013-11-27,10.32,4.12,"15","3","autumn",0.88,0.89,6.76,"11",6.37,1033.95,11.2999243954014
2012-03-21,15.62,5.38,"18","3","spring",0.47,0.67,12.6,"3",4.93,1034.03,10.3803018700801
2013-02-27,2.67,-1.82,"17","3","winter",0.69,0.83,8.92,"2",0.84,1034.17,12.0587594795017
2012-02-12,2.73,-6.26,"17","7","winter",0.59,0.88,4.91,"2",-1.04,1034.52,15.8786342871429
2012-03-13,10.89,4.71,"18","2","winter",0.79,0.86,6.08,"3",5.45,1034.58,10.9968856568607
2013-11-28,9.38,7.97,"15","4","autumn",0.96,0.87,6.34,"11",6.94,1034.64,11.0534845068603
2012-03-09,10.86,4.48,"17","5","winter",0.64,0.78,13.02,"3",5.51,1034.68,12.1569891098039
2012-03-20,14.48,1.97,"18","2","winter",0.34,0.72,13.05,"3",4.41,1034.75,10.7309130871912
2012-03-12,13.86,4.46,"18","1","winter",0.41,0.87,4.76,"3",6.53,1035,10.9877274663839
2013-01-05,10.66,5.76,"16","6","winter",0.72,0.92,9.58,"1",7.82,1035.16,11.7098355089953
2012-02-02,-3.78,-6.49,"16","4","winter",0.29,0.59,13.05,"2",-7.84,1035.76,14.3687993373355
2012-02-04,-2.32,-5.9,"16","6","winter",0.58,0.8,8.64,"2",-4.19,1036.05,15.1541356386435
2012-03-25,18.18,2.4,"18","7","spring",0.15,0.71,8.16,"3",4.3,1036.22,10.6978578656854
2012-03-26,18.26,4.77,"18","1","spring",0.14,0.53,11.64,"3",1.49,1036.33,9.98495594530341
2012-03-10,15.39,6.66,"17","6","winter",0.53,0.81,11.17,"3",8.37,1036.42,11.9250324358919
2012-05-11,14.44,3.24,"19","5","spring",0.16,0.58,13.23,"5",1.98,1036.68,8.72991557253283
2012-02-11,1.93,-5.64,"17","6","winter",0.04,0.78,6.98,"2",-5.69,1036.81,14.8736771495714
2012-03-11,15.55,6.04,"17","7","winter",0.38,0.81,10.59,"3",7.37,1036.86,12.0489600033514
2013-01-04,10.79,5.7,"16","5","winter",0.83,0.85,12.34,"1",7.31,1037.15,11.4170197710684
2013-11-25,4.63,1.89,"16","1","autumn",0.73,0.77,12.17,"11",2.08,1037.52,11.5675416503893
2012-02-10,-0.54,-5.24,"17","5","winter",0.47,0.81,8.38,"2",-3.39,1038.18,14.6072097652299
2013-11-26,5.77,1.08,"16","2","autumn",0.47,0.72,12.63,"11",0.86,1038.71,11.4432681977228
2012-02-03,-1.67,-5.77,"16","5","winter",0.36,0.67,12.89,"2",-6.19,1039.19,14.5212743186603
2012-02-09,1.79,-3.7,"17","4","winter",0.75,0.81,9.75,"2",-2.67,1039.26,14.4024537434655
2012-02-07,1.92,-7.99,"17","2","winter",0.58,0.75,8.92,"2",-3.58,1039.95,13.8827661226387
2012-02-08,-3.19,-6.87,"17","3","winter",0.89,0.78,12.55,"2",-3.72,1040.92,15.1970534126113
